"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.329,0.636,0.33,0.54,0.22,-0.7,-0.26
"ClusIPW",0.688,0.341,-0.37,0.59,0.59,0.25,0.31
"addIPW",0.872,0.653,0.36,0.39,0.24,0.58,0.57
"Oracle",0.913,0.624,0.3,0.6,0.3,0.3,0.6
