"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.393,0.62,0.29,0.69,0.05,-0.64,-0.19
"ClusIPW",0.827,0.479,-0.06,0.7,0.02,0.11,0.7
"addIPW",0.863,0.57,0.18,0.77,0.3,0,0.54
"Oracle",0.913,0.624,0.3,0.6,0.3,0.3,0.6
