"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.37,0.535,0.08,0.77,-0.05,-0.6,-0.2
"ClusIPW",0.48,0.309,-0.45,-0.04,0.45,0.72,0.26
"addIPW",0.683,0.484,-0.04,-0.07,0.17,0.61,0.77
"Oracle",0.913,0.625,0.3,0.6,0.3,0.3,0.6
