"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.408,0.674,0.41,0.63,0.27,-0.51,-0.33
"ClusIPW",0.513,0.519,0.05,0.71,-0.66,0.1,0.2
"addIPW",0.855,0.662,0.39,0.73,-0.05,0.25,0.51
"Oracle",0.915,0.625,0.3,0.6,0.3,0.3,0.6
