"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.43,0.684,0.43,0.66,0.26,-0.46,-0.33
"ClusIPW",0.482,0.296,-0.47,0.37,0.56,0.56,-0.09
"addIPW",0.629,0.461,-0.1,0.36,0.91,0.11,0.12
"Oracle",0.913,0.627,0.3,0.6,0.3,0.3,0.6
