"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.368,0.54,0.09,0.66,0.33,-0.6,-0.29
"ClusIPW",0.749,0.41,-0.22,0.48,-0.03,0.62,0.58
"addIPW",0.865,0.645,0.35,0.77,0.31,0.36,0.26
"Oracle",0.913,0.625,0.3,0.6,0.3,0.3,0.6
