"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.267,0.532,0.08,0.7,0,-0.55,-0.44
"ClusIPW",0.623,0.429,-0.18,0.68,-0.46,0.4,0.38
"addIPW",0.779,0.412,-0.22,0.83,0.07,0.28,0.43
"Oracle",0.908,0.623,0.3,0.6,0.3,0.3,0.6
