"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.163,0.652,0.37,0.42,0.04,-0.65,-0.52
"ClusIPW",0.697,0.795,0.64,0.12,0.45,0.59,0.18
"addIPW",0.807,0.752,0.56,0.6,0.51,0.19,0.16
"Oracle",0.912,0.625,0.3,0.6,0.3,0.3,0.6
