"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.341,0.634,0.33,0.57,0.23,-0.67,-0.26
"ClusIPW",0.625,0.902,0.79,0.45,-0.24,0.31,0.12
"addIPW",0.863,0.524,0.06,0.81,0.12,0.37,0.44
"Oracle",0.917,0.627,0.3,0.6,0.3,0.3,0.6
