"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.347,0.6,0.25,0.54,0.33,-0.69,-0.25
"ClusIPW",0.523,0.784,0.62,0.21,0.62,0.28,-0.32
"addIPW",0.74,0.587,0.21,0.12,0.7,0,0.67
"Oracle",0.914,0.623,0.3,0.6,0.3,0.3,0.6
