"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.568,0.662,0.39,0.68,0.44,-0.43,-0.07
"ClusIPW",0.619,0.387,-0.27,0.8,-0.34,0.06,0.41
"addIPW",0.804,0.654,0.37,0.41,0.25,0.74,0.3
"Oracle",0.91,0.625,0.3,0.6,0.3,0.3,0.6
