"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.368,0.514,0.04,0.65,0.32,-0.66,-0.19
"ClusIPW",0.741,0.342,-0.37,0.52,0.43,0.34,0.53
"addIPW",0.883,0.516,0.04,0.71,0.23,0.4,0.52
"Oracle",0.915,0.626,0.3,0.6,0.3,0.3,0.6
