"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.137,0.507,0.02,0.42,0.1,-0.84,-0.34
"ClusIPW",0.436,0.711,0.48,-0.47,0.51,-0.15,0.52
"addIPW",0.755,0.667,0.4,0.01,0.34,0.08,0.85
"Oracle",0.911,0.626,0.3,0.6,0.3,0.3,0.6
