"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.305,0.517,0.05,0.73,0.1,-0.58,-0.36
"ClusIPW",0.47,0.377,-0.3,0.63,0.11,-0.63,0.32
"addIPW",0.714,0.598,0.24,0.52,0.26,-0.46,0.63
"Oracle",0.916,0.626,0.3,0.6,0.3,0.3,0.6
