"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.416,0.707,0.48,0.6,0.21,-0.54,-0.26
"ClusIPW",0.754,0.506,0.01,0.74,-0.15,0.59,0.28
"addIPW",0.776,0.466,-0.08,0.43,0.08,0.71,0.55
"Oracle",0.918,0.626,0.3,0.6,0.3,0.3,0.6
