"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.332,0.561,0.15,0.66,0.22,-0.61,-0.35
"ClusIPW",0.493,0.322,-0.42,0.74,0.5,-0.1,-0.11
"addIPW",0.886,0.555,0.14,0.59,0.15,0.25,0.74
"Oracle",0.917,0.625,0.3,0.6,0.3,0.3,0.6
