"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.351,0.594,0.23,0.59,0.33,-0.61,-0.34
"ClusIPW",0.859,0.664,0.39,0.53,0.53,0.45,0.3
"addIPW",0.865,0.622,0.3,0.52,0.11,0.6,0.51
"Oracle",0.909,0.625,0.3,0.6,0.3,0.3,0.6
