"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.448,0.541,0.1,0.77,0.32,-0.49,-0.23
"ClusIPW",0.726,0.349,-0.36,0.65,0.34,-0.01,0.57
"addIPW",0.864,0.476,-0.06,0.65,0.23,0.33,0.64
"Oracle",0.91,0.622,0.3,0.6,0.3,0.3,0.6
