"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.293,0.668,0.4,0.54,0.06,-0.66,-0.33
"ClusIPW",0.066,0.415,-0.21,0.49,0.15,-0.53,-0.64
"addIPW",0.773,0.776,0.61,0.55,0.52,-0.01,0.23
"Oracle",0.909,0.623,0.3,0.6,0.3,0.3,0.6
