"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.298,0.666,0.4,0.39,0.42,-0.57,-0.43
"ClusIPW",0.745,0.429,-0.18,0.69,0.12,-0.17,0.67
"addIPW",0.877,0.502,0,0.48,0.4,0.33,0.71
"Oracle",0.912,0.625,0.3,0.6,0.3,0.3,0.6
