"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.218,0.688,0.44,0.32,0.29,-0.61,-0.5
"ClusIPW",0.51,0.559,0.15,0.77,0.49,-0.22,-0.32
"addIPW",0.796,0.488,-0.03,0.66,0.66,0.21,0.28
"Oracle",0.913,0.622,0.3,0.6,0.3,0.3,0.6
