"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.251,0.644,0.34,0.5,0.21,-0.63,-0.45
"ClusIPW",0.705,0.689,0.44,0.51,-0.43,0.46,0.38
"addIPW",0.78,0.551,0.13,0.72,-0.29,0.35,0.51
"Oracle",0.912,0.624,0.3,0.6,0.3,0.3,0.6
