"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.355,0.689,0.44,0.5,0.21,-0.68,-0.21
"ClusIPW",0.681,0.507,0.01,0.62,0.62,-0.36,0.33
"addIPW",0.874,0.538,0.09,0.55,0.34,0.56,0.5
"Oracle",0.915,0.623,0.3,0.6,0.3,0.3,0.6
