"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.355,0.621,0.29,0.61,0.38,-0.41,-0.49
"ClusIPW",0.539,0.54,0.1,0.23,0.2,-0.67,0.67
"addIPW",0.912,0.637,0.33,0.51,0.42,0.38,0.56
"Oracle",0.914,0.623,0.3,0.6,0.3,0.3,0.6
