"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.342,0.614,0.28,0.64,0.18,-0.61,-0.33
"ClusIPW",0.631,0.949,0.85,0.37,0.18,0.3,0.12
"addIPW",0.781,0.774,0.6,0.4,0.06,-0.09,0.68
"Oracle",0.912,0.623,0.3,0.6,0.3,0.3,0.6
