"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.199,0.608,0.27,0.52,0.07,-0.63,-0.5
"ClusIPW",0.62,0.545,0.11,0,0.11,0.92,0.35
"addIPW",0.86,0.492,-0.02,0.64,0.2,0.48,0.57
"Oracle",0.912,0.623,0.3,0.6,0.3,0.3,0.6
