"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.323,0.55,0.13,0.64,0.08,-0.72,-0.22
"ClusIPW",0.761,0.478,-0.06,0.85,-0.12,0.39,0.33
"addIPW",0.853,0.517,0.04,0.69,-0.02,0.37,0.62
"Oracle",0.911,0.622,0.3,0.6,0.3,0.3,0.6
