"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.284,0.641,0.34,0.44,0.27,-0.71,-0.32
"ClusIPW",0.527,0.336,-0.39,0.3,-0.45,0.4,0.63
"addIPW",0.864,0.48,-0.05,0.72,0.25,0.2,0.61
"Oracle",0.92,0.624,0.3,0.6,0.3,0.3,0.6
