"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.341,0.505,0.02,0.68,0.32,-0.58,-0.32
"ClusIPW",0.76,0.447,-0.13,0.44,0.05,0.72,0.52
"addIPW",0.831,0.593,0.23,0.85,-0.05,0.29,0.37
"Oracle",0.912,0.621,0.3,0.6,0.3,0.3,0.6
