"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.427,0.708,0.48,0.56,0.37,-0.44,-0.35
"ClusIPW",0.646,0.825,0.68,0.1,-0.02,-0.24,0.68
"addIPW",0.657,0.757,0.58,-0.11,-0.01,0.09,0.8
"Oracle",0.906,0.623,0.3,0.6,0.3,0.3,0.6
