"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.375,0.552,0.13,0.71,0.24,-0.58,-0.29
"ClusIPW",0.838,0.449,-0.13,0.51,0.33,0.5,0.6
"addIPW",0.9,0.621,0.3,0.54,0.35,0.38,0.59
"Oracle",0.907,0.626,0.3,0.6,0.3,0.3,0.6
