"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.221,0.614,0.28,0.46,0.33,-0.5,-0.59
"ClusIPW",0.484,0.687,0.43,0.35,0.48,0.48,-0.48
"addIPW",0.736,0.788,0.63,0.26,0.24,0.65,0.24
"Oracle",0.916,0.627,0.3,0.6,0.3,0.3,0.6
