"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.278,0.589,0.22,0.51,0.22,-0.76,-0.27
"ClusIPW",0.823,0.539,0.1,0.62,0.62,0.39,0.25
"addIPW",0.883,0.614,0.28,0.39,0.4,0.5,0.6
"Oracle",0.912,0.624,0.3,0.6,0.3,0.3,0.6
