"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.368,0.599,0.25,0.57,0.32,-0.68,-0.23
"ClusIPW",0.701,0.39,-0.27,0.67,0.64,0.03,0.26
"addIPW",0.764,0.497,-0.01,0.66,-0.22,0.03,0.72
"Oracle",0.915,0.622,0.3,0.6,0.3,0.3,0.6
