"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.36,0.6,0.24,0.53,0.34,-0.71,-0.2
"ClusIPW",0.707,0.687,0.44,0.45,-0.44,0.45,0.45
"addIPW",0.898,0.672,0.41,0.67,0.27,0.15,0.54
"Oracle",0.911,0.625,0.3,0.6,0.3,0.3,0.6
