"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.17,0.553,0.14,0.49,0.15,-0.71,-0.47
"ClusIPW",0.62,0.435,-0.16,0.36,-0.28,-0.14,0.87
"addIPW",0.819,0.713,0.49,0.57,-0.17,0.14,0.62
"Oracle",0.914,0.624,0.3,0.6,0.3,0.3,0.6
