"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.374,0.666,0.39,0.64,0.18,-0.55,-0.33
"ClusIPW",0.301,0.261,-0.54,0.63,-0.12,-0.52,0.12
"addIPW",0.825,0.547,0.11,0.83,-0.06,0.39,0.39
"Oracle",0.912,0.623,0.3,0.6,0.3,0.3,0.6
