"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.205,0.626,0.3,0.37,0.21,-0.77,-0.37
"ClusIPW",0.763,0.397,-0.25,0.49,0.07,0.55,0.62
"addIPW",0.848,0.506,0.02,0.72,0,0.32,0.61
"Oracle",0.917,0.624,0.3,0.6,0.3,0.3,0.6
