"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.11,0.598,0.24,0.36,0.07,-0.73,-0.52
"ClusIPW",0.699,0.8,0.64,0.12,0.57,-0.11,0.48
"addIPW",0.833,0.477,-0.05,0.41,0.19,0.49,0.74
"Oracle",0.898,0.622,0.3,0.6,0.3,0.3,0.6
