"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.427,0.546,0.11,0.76,0.26,-0.53,-0.23
"ClusIPW",0.657,0.635,0.32,0.36,0.77,0.41,-0.11
"addIPW",0.906,0.645,0.35,0.59,0.2,0.3,0.63
"Oracle",0.91,0.625,0.3,0.6,0.3,0.3,0.6
