"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.351,0.664,0.39,0.51,0.4,-0.54,-0.37
"ClusIPW",0.443,0.712,0.49,0.22,-0.49,-0.49,0.49
"addIPW",0.898,0.61,0.27,0.69,0.23,0.41,0.48
"Oracle",0.903,0.623,0.3,0.6,0.3,0.3,0.6
