"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.358,0.545,0.11,0.63,0.21,-0.71,-0.18
"ClusIPW",0.746,0.497,0,0.55,0.27,-0.32,0.72
"addIPW",0.822,0.719,0.5,0.29,0.31,0.62,0.42
"Oracle",0.91,0.625,0.3,0.6,0.3,0.3,0.6
