"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.448,0.725,0.51,0.6,0.1,-0.58,-0.16
"ClusIPW",0.614,0.29,-0.49,0.22,0.49,0.49,0.49
"addIPW",0.762,0.401,-0.25,0.82,0.38,0.22,0.28
"Oracle",0.91,0.621,0.3,0.6,0.3,0.3,0.6
