"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.451,0.616,0.29,0.67,0.28,-0.6,-0.15
"ClusIPW",0.476,0.367,-0.32,0.18,0.92,0.11,0.04
"addIPW",0.87,0.668,0.4,0.71,0.01,0.17,0.56
"Oracle",0.914,0.623,0.3,0.6,0.3,0.3,0.6
