"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.318,0.703,0.47,0.48,0.18,-0.64,-0.34
"ClusIPW",0.809,0.581,0.2,0.59,-0.23,0.46,0.59
"addIPW",0.85,0.617,0.29,0.26,0.29,0.49,0.73
"Oracle",0.907,0.62,0.3,0.6,0.3,0.3,0.6
