"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.243,0.616,0.29,0.56,0.17,-0.53,-0.55
"ClusIPW",0.618,0.774,0.6,0.64,-0.36,-0.22,0.24
"addIPW",0.801,0.609,0.27,0.8,0.09,-0.18,0.49
"Oracle",0.914,0.624,0.3,0.6,0.3,0.3,0.6
