"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.372,0.687,0.44,0.49,0.12,-0.73,-0.12
"ClusIPW",0.785,0.439,-0.15,0.53,0.52,-0.03,0.65
"addIPW",0.852,0.671,0.41,0.74,0.2,-0.05,0.49
"Oracle",0.914,0.624,0.3,0.6,0.3,0.3,0.6
