"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.31,0.631,0.32,0.5,0.27,-0.7,-0.3
"ClusIPW",0.816,0.485,-0.04,0.89,0.07,0.23,0.39
"addIPW",0.886,0.653,0.37,0.41,0.21,0.43,0.68
"Oracle",0.913,0.625,0.3,0.6,0.3,0.3,0.6
