"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.511,0.561,0.16,0.77,0.37,-0.48,-0.12
"ClusIPW",0.715,0.369,-0.32,0.85,0.13,0.01,0.41
"addIPW",0.845,0.656,0.38,0.53,0.38,-0.08,0.65
"Oracle",0.913,0.627,0.3,0.6,0.3,0.3,0.6
