"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.375,0.597,0.24,0.67,0.14,-0.65,-0.2
"ClusIPW",0.613,0.459,-0.11,0.93,-0.25,-0.12,0.23
"addIPW",0.79,0.597,0.24,0.09,0.54,0.49,0.64
"Oracle",0.919,0.626,0.3,0.6,0.3,0.3,0.6
