"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.249,0.627,0.31,0.47,0,-0.79,-0.24
"ClusIPW",0.568,0.271,-0.52,0.41,-0.19,0.44,0.58
"addIPW",0.838,0.457,-0.1,0.49,0.35,0.47,0.64
"Oracle",0.914,0.624,0.3,0.6,0.3,0.3,0.6
