"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.298,0.689,0.44,0.4,0.37,-0.57,-0.42
"ClusIPW",0.102,0.792,0.63,-0.26,-0.66,-0.3,-0.07
"addIPW",0.854,0.58,0.2,0.63,0.36,-0.09,0.65
"Oracle",0.912,0.622,0.3,0.6,0.3,0.3,0.6
