"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.208,0.628,0.31,0.46,0.08,-0.73,-0.39
"ClusIPW",0.564,0.748,0.56,0.26,-0.56,-0.08,0.56
"addIPW",0.827,0.661,0.39,0.75,-0.08,0.04,0.53
"Oracle",0.908,0.623,0.3,0.6,0.3,0.3,0.6
