"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.447,0.656,0.38,0.59,0.35,-0.59,-0.18
"ClusIPW",0.624,0.504,0.02,0.04,-0.12,0.83,0.54
"addIPW",0.888,0.646,0.35,0.63,0.16,0.47,0.48
"Oracle",0.917,0.625,0.3,0.6,0.3,0.3,0.6
