"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.281,0.663,0.39,0.43,0.21,-0.73,-0.31
"ClusIPW",0.723,0.48,-0.04,0.9,-0.02,0.41,0.12
"addIPW",0.881,0.67,0.4,0.47,0.42,0.47,0.46
"Oracle",0.911,0.625,0.3,0.6,0.3,0.3,0.6
