"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.334,0.681,0.43,0.54,0.28,-0.5,-0.43
"ClusIPW",0.794,0.715,0.5,0.5,0.5,0.5,0.14
"addIPW",0.868,0.654,0.37,0.78,0.05,0.14,0.49
"Oracle",0.915,0.623,0.3,0.6,0.3,0.3,0.6
