"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.434,0.565,0.16,0.7,0.28,-0.62,-0.16
"ClusIPW",0.794,0.644,0.35,0.63,0.03,0.66,0.22
"addIPW",0.705,0.386,-0.28,0.11,0.48,0.35,0.74
"Oracle",0.915,0.626,0.3,0.6,0.3,0.3,0.6
