"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.444,0.604,0.25,0.66,0.37,-0.56,-0.22
"ClusIPW",0.625,0.554,0.13,0.75,0.16,-0.55,0.32
"addIPW",0.894,0.576,0.19,0.69,0.36,0.35,0.49
"Oracle",0.917,0.624,0.3,0.6,0.3,0.3,0.6
