"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.249,0.614,0.28,0.47,0.28,-0.68,-0.4
"ClusIPW",0.394,0.614,0.28,-0.5,0.76,0.09,0.3
"addIPW",0.758,0.723,0.51,0.52,-0.32,0.33,0.51
"Oracle",0.909,0.623,0.3,0.6,0.3,0.3,0.6
