"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.449,0.651,0.36,0.55,0.47,-0.56,-0.19
"ClusIPW",0.776,0.55,0.12,0.39,0.75,-0.01,0.51
"addIPW",0.839,0.672,0.41,0.33,0.05,0.46,0.71
"Oracle",0.917,0.626,0.3,0.6,0.3,0.3,0.6
