"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.345,0.674,0.41,0.56,-0.02,-0.69,-0.19
"ClusIPW",0.886,0.712,0.49,0.59,0.11,0.18,0.61
"addIPW",0.676,0.618,0.29,0.85,-0.31,0.29,0.07
"Oracle",0.908,0.622,0.3,0.6,0.3,0.3,0.6
