"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.277,0.626,0.31,0.49,0.08,-0.77,-0.25
"ClusIPW",0.301,0.72,0.51,-0.49,0.37,-0.47,0.39
"addIPW",0.883,0.513,0.02,0.62,0.4,0.21,0.64
"Oracle",0.908,0.623,0.3,0.6,0.3,0.3,0.6
