"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.414,0.607,0.26,0.72,0.23,-0.52,-0.31
"ClusIPW",0.669,0.377,-0.3,0.67,0.57,-0.16,0.34
"addIPW",0.863,0.665,0.39,0.79,0.34,0.19,0.27
"Oracle",0.907,0.623,0.3,0.6,0.3,0.3,0.6
