"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.42,0.623,0.3,0.66,0.27,-0.59,-0.24
"ClusIPW",0.742,0.495,-0.02,0.87,0.48,0.13,0.06
"addIPW",0.885,0.679,0.42,0.69,0.17,0.38,0.42
"Oracle",0.91,0.623,0.3,0.6,0.3,0.3,0.6
